XML-ID,Wikidata ID,Given Name,Surname,Name,Year of Birth,Year of Death,Lifespan,Brief Description
peWSS,Q2575032,WILHELM FREIHERR VON,SCHWARZ-SENBORN,WILHELM FREIHERR VON SCHWARZ-SENBORN,1816,1903,1816-1903,østerriksk diplomat.
peAMS,,ANTON MARTIN(IUS),SCHWEIGAARD,ANTON MARTIN(IUS) SCHWEIGAARD,1808,1870,1808-1870,"norsk jurist, sosialøkonom og politiker."
peCHS,Q1080364,CHRISTIAN [HOMAN],SCHWEIGAARD,CHRISTIAN [HOMAN] SCHWEIGAARD,1838,1899,1838-1899,norsk jurist og politiker.
peAvonS,Q63994058,AUGUST KARL HEINRICH VON,SCHWEINITZ,AUGUST KARL HEINRICH VON SCHWEINITZ,1805,1879,1805-1879,prøyssisk ingeniøroffiser.
peSchw,,FRU PHILIPP,SCHWEITZER,FRU PHILIPP SCHWEITZER,,,,"ikke identifisert, men muligens norsk, jf. om P. Schweitzer: «machte 1868 eine Ferienreise nach Norwegen, wo er sich verheiratete» (Adolf Hinrichsen, Das literarische Deutschland, 2. Aufl., Berlin: C.F. Steinacher 1891, 225)."
pePSchw,Q94759127,PHILIPP,SCHWEITZER,PHILIPP SCHWEITZER,1846,1890,1846-1890,tysk litteraturhistoriker.
peEdS,Q4568640,EDVARD,SCHØNBERG,EDVARD SCHØNBERG,1831,1905,1831-1905,norsk lege.
peHSE,,[MAREN CAROLINE] HENRIETTE,SCHØNBERG [ERKEN],[MAREN CAROLINE] HENRIETTE SCHØNBERG [ERKEN],1866,1953,1866-1953,norsk husstellærerinne og kokebokforfatter.
peWS,,WILHELMINE,SCHØNBERG,WILHELMINE SCHØNBERG,1864,1936,1864-1936,norsk lærerinne.
peFCSch,,FREDERIK [CHRISTIAN] («FRITZ»),SCHÜBELER,FREDERIK [CHRISTIAN] («FRITZ») SCHÜBELER,1815,1892,1815-1892,norsk botaniker.
peSch,Q370810,,SCHØLL,SCHØLL,,,,ikke identifisert.
peLSee,Q4964001,LOTTEN [JENNY ANNE-MARIE],SEELIG,LOTTEN [JENNY ANNE-MARIE] SEELIG,1867,1924,1867-1924,svensk skuespillerinne og teaterdirektør.
peJSel,Q6172486,JENS [ANDREAS LUDVIG],SELMER,JENS [ANDREAS LUDVIG] SELMER,1845,1928,1845-1928,norsk skuespiller.
peJoS,Q981702,JOHAN [PETER],SELMER,JOHAN [PETER] SELMER,1844,1910,1844-1910,norsk komponist og dirigent.
peLSe,,LEONORA (Eleonora Josephine),SELMER,LEONORA (Eleonora Josephine) SELMER,1850,1930,1850-1930,norsk skuespillerinne.
peLASe,,LUCIUS ANNAEUS,SENECA d.y.,LUCIUS ANNAEUS SENECA d.y.,-0004,0065,-0004-0065,"romersk filosof, forfatter og politiker."
peCSH,,CHARLES LÉON DE,SERVINS D’HÉRICOURT,CHARLES LÉON DE SERVINS D’HÉRICOURT,1843,1911,1843-1911,fransk sendemann.
peWiS,Q692,WILLIAM,SHAKESPEARE,WILLIAM SHAKESPEARE,1564,1616,1564-1616,engelsk dikter.
peGS,Q949742,GEORG [CHRISTIAN],SIBBERN,GEORG [CHRISTIAN] SIBBERN,1816,1901,1816-1901,norsk diplomat og politiker.
peLFGS,,[LUDVIG FREDERIK] GABRIEL,SIBBERN,[LUDVIG FREDERIK] GABRIEL SIBBERN,1824,1903,1824-1903,dansk filosof.
peCNJS,,CARL NICOLAI JENSEN,SICHLAU,CARL NICOLAI JENSEN SICHLAU,1814,1877,1814-1877,dansk sanger og skuespiller.
pePFS,Q94928601,PETER FRIEDRICH,SIEBOLD,PETER FRIEDRICH SIEBOLD,1827,1911,1827-1911,tysk handelsreisende.
peSJors,,,,SIGURD 1. Magnusson JORSALFARE,1089,1130,1089-1130,norsk konge.
peCSi,,CHRISTINE [MARIE MAGDALENE],SIEWERS,CHRISTINE [MARIE MAGDALENE] SIEWERS,1828,,1828-,norsk skuespillerinne.
pePeSi,Q3900946,PETER,SIMONSEN,PETER SIMONSEN,1831,1895,1831-1895,norsk kjøpmann og samler.
peASi,,ANNA [CHRISTINE],SINDING,ANNA [CHRISTINE] SINDING,1855,1914,1855-1914,norsk malerhustru.
peChrS,Q364854,CHRISTIAN [AUGUST],SINDING,CHRISTIAN [AUGUST] SINDING,1856,1941,1856-1941,norsk komponist.
peOSi,Q1387579,OTTO [LUDVIG],SINDING,OTTO [LUDVIG] SINDING,1842,1909,1842-1909,norsk maler og forfatter.
peSiSi,Q4582180,SIGMUND,SINDING,SIGMUND SINDING,1875,1936,1875-1936,norsk maler.
peSSi,Q1337281,STEPHAN [ABEL],SINDING,STEPHAN [ABEL] SINDING,1846,1922,1846-1922,norsk billedhugger.
peASL,,[NILS ULRIK] ALFRED,SINDING-LARSEN (før 1881: Sinding Larsen),[NILS ULRIK] ALFRED SINDING-LARSEN (før 1881: Sinding Larsen),1839,1911,1839-1911,"norsk embetsmann, journalist og forfatter."
pePSi,,PER [ERIKSEN] (Peder),SIVLE,PER [ERIKSEN] (Peder) SIVLE,1857,1904,1857-1904,norsk forfatter.
peES,Q11966559,EDVARD [OTTO ROSSING],SKARI,EDVARD [OTTO ROSSING] SKARI,1839,1903,1839-1903,norsk marinemaler.
peOSk,,OLAF (Ole),SKAVLAN,OLAF (Ole) SKAVLAN,1838,1891,1838-1891,norsk forfatter og litteraturhistoriker.
peMSBS,Q4579013,MATHIAS [SEVERIN BERNTSEN],SKEIBROK,MATHIAS [SEVERIN BERNTSEN] SKEIBROK,1851,1896,1851-1896,norsk billedhugger.
peASkr,Q291676,[BERTHE] AMALIE,SKRAM,[BERTHE] AMALIE SKRAM,1846,1905,1846-1905,norsk forfatterinne.
peCSk,,CHRISTIAN [ERICHSEN],SKREDSVIG,CHRISTIAN [ERICHSEN] SKREDSVIG,1854,1924,1854-1924,norsk maler og forfatter.
peJNS,Q4586311,JOHANNES [NILSSON],SKAAR,JOHANNES [NILSSON] SKAAR,1828,1904,1828-1904,norsk biskop.
peCSm,Q18507975,CARL FRITHJOF,SMITH,CARL FRITHJOF SMITH,1859,1917,1859-1917,norsk-tysk maler.
peEWS,Q18117884,ERNEST WILLIAM,SMITH,ERNEST WILLIAM SMITH,1864,1935,1864-1935,engelsk journalist.
peMSm,Q56007475,MATHILDE [JOSEPHINE],SMITH,MATHILDE [JOSEPHINE] SMITH,1826,1882,1826-1882,norsk landskapsmalerinne.
peIFS,Q6182306,[ISAC] FREDRIK,SMITT,[ISAC] FREDRIK SMITT,1820,1896,1820-1896,"svensk skuespiller, teaterdirektør og forfatter."
peCS,Q1040670,CARL [JOHAN GUSTAF],SNOILSKY,CARL [JOHAN GUSTAF] SNOILSKY,1841,1903,1841-1903,svensk dikter og diplomat.
peESn,,EBBA [FREDRIKA ELEONORA],SNOILSKY,EBBA [FREDRIKA ELEONORA] SNOILSKY,1844,1917,1844-1917,svensk forfatterhustru.
peElS,,ELISABETH [FLORENTINA],SNOILSKY,ELISABETH [FLORENTINA] SNOILSKY,1883,1979,1883-1979,"svensk, datter av Carl og Ea Snoilsky. "
peSnSt,Q102323,,,SNORRE STURLASSON,1178,1241,1178-1241,"islandsk høvding, skald og sagaskriver."
peDroS,,,,SOFIE [WILHELMINE MARIANE HENRIETTE] (Sophie; i Sverige Sofia eller Sophia),1836,1913,1836-1913,"svensk dronning 1872-1913, norsk dronning 1872-1905."
peAugSoh,Q448905,[PER] AUGUST [FERDINAND],SOHLMAN,[PER] AUGUST [FERDINAND] SOHLMAN,1824,1874,1824-1874,svensk pressemann.
peRSo,,RUDOLF,SOKOLOWSKY,RUDOLF SOKOLOWSKY,1868,,1868-,"redaktør i Hamburg (Anker 2, 150)."
peJSo,Q2362227,JØRGEN [VALENTIN],SONNE,JØRGEN [VALENTIN] SONNE,1801,1890,1801-1890,dansk maler.
peBSo,,BOLETTE,SONTUM,BOLETTE SONTUM,1885,1944,1885-1944,norsk-amerikansk.
peCaSo,,CAROLINE [EUGENIE],SONTUM,CAROLINE [EUGENIE] SONTUM,1861,1945,1861-1945,norsk legehustru.
peChrSo,,CHRISTIAN [FREDRIK],SONTUM,CHRISTIAN [FREDRIK] SONTUM,1858,1902,1858-1902,norsk lege.
peCSo,,CHRISTIAN FREDRIK,SONTUM,CHRISTIAN FREDRIK SONTUM,1778,1862,1778-1862,"norsk kjøpmann (HU 19, 481;"
peHSo,,HELENE [MØLLER],SONTUM,HELENE [MØLLER] SONTUM,1790,1864,1790-1864,norsk pensjonatvertinne.
peSvSWE,Q27606147,,,SOPHIE [WILHELMINE MARIE LOUISE],1824,1897,1824-1897,nederlandsk-tysk hertuginne (DBI).
pePSp,Q17120332,PAOLO [AGOSTINO],SPERATI,PAOLO [AGOSTINO] SPERATI,1821,1884,1821-1884,italiensk-norsk musiker.
peCaSp,,CARLOTTA,SPINN,CARLOTTA SPINN,1873,,1873-,tysk malerhustru.
peDSp,,DIANA,SPINOLA,DIANA SPINOLA,1875,,1875-,datter av Vittoria Guerrieri og Luigi Domenico Spinola (Reitwiesner [2008]). 
peLDS,,LUIGI DOMENICO,SPINOLA,LUIGI DOMENICO SPINOLA,1825,1899,1825-1899,italiensk adelsmann.
peVGSp,,VITTORIA GUERRIERI,SPINOLA,VITTORIA GUERRIERI SPINOLA,1848,1905,1848-1905,italiensk kongedatter.
peSpi,Q1705795,JOSEF,SPITHÖVER,JOSEF SPITHÖVER,1813,1892,1813-1892,"tysk bokhandler, kunsthandler og mesen i Roma."
peDaSp,Q999539,DANIEL,SPITZER,DANIEL SPITZER,1835,1893,1835-1893,østerriksk forfatter.
peASp,Q3440960,AUGUST [GEELMUYDEN],SPØRCK,AUGUST [GEELMUYDEN] SPØRCK,1851,1928,1851-1928,norsk offiser.
peGBNS,,GABRIEL [BASTIAN NICOLAI],STABELL,GABRIEL [BASTIAN NICOLAI] STABELL,1846,1928,1846-1928,norsk lærer.
peLSta,,LUDWIG,STAINER,LUDWIG STAINER,,,,ikke identifisert.
peAPSta,,ADELAIDE [PAULINE],STANG,ADELAIDE [PAULINE] STANG,1840,1931,1840-1931,norsk politikerhustru.
peESta,Q1336909,EMIL,STANG,EMIL STANG,1834,1912,1834-1912,norsk jurist og politiker.
peFStang,Q936096,FREDERIK,STANG,FREDERIK STANG,1808,1884,1808-1884,norsk jurist og politiker.
peMAS,,M.A.,STANGBY,M.A. STANGBY,,,,ikke identifisert.
peESte,,ESTANCE [LOVISE CHRISTI],STEEN,ESTANCE [LOVISE CHRISTI] STEEN,1834,,1834-,norsk embetsmannsdatter.
peHCFS,,[HANS CHRISTIAN] FREDERIK,STEEN,[HANS CHRISTIAN] FREDERIK STEEN,1819,1871,1819-1871,"dansk bokhandler (Anker 2, 48)."
peJSte,Q613071,JOHANNES [WILHELM CHRISTIAN],STEEN,JOHANNES [WILHELM CHRISTIAN] STEEN,1827,1906,1827-1906,norsk skolemann og politiker.
peKS,,KRISTINE [WILHELMINE PETREA],STEEN,KRISTINE [WILHELMINE PETREA] STEEN,1840,1931,1840-1931,norsk lærerinne.
peSSt,,SØREN SWENSEN,STEEN,SØREN SWENSEN STEEN,1851,1913,1851-1913,norsk skipsfører.
pePFSt,,PETER FREDERIK,STEENSBALLE,PETER FREDERIK STEENSBALLE,1821,1895,1821-1895,norsk bokhandler.
peJaSte,Q701104,[JOHANNES] JAPETUS [SMITH],STEENSTRUP,[JOHANNES] JAPETUS [SMITH] STEENSTRUP,1813,1897,1813-1897,dansk naturforsker.
peCCHS,Q896573,CARL [CONSTANTIN HEINRICH],STEFFECK,CARL [CONSTANTIN HEINRICH] STEFFECK,1818,1890,1818-1890,"tysk historie-, dyre- og portrettmaler, raderer og litograf."
peGFS,Q1555424,GUSTAF [FREDRIK],STEFFEN,GUSTAF [FREDRIK] STEFFEN,1864,1929,1864-1929,svensk sosiolog og politiker.
peHSt,Q64406,HENRICH,STEFFENS,HENRICH STEFFENS,1773,1845,1773-1845,"norsk-dansk-tysk naturforsker, filosof og forfatter."
peSvL,Q61956,LORENZ VON,STEIN,LORENZ VON STEIN,1815,1890,1815-1890,tysk økonom.
peLvdS,Q94772850,ELEONORE VON DEN,STEINEN,ELEONORE VON DEN STEINEN,1867,1944,1867-1944,tysk etnologhustru.
peADSt,,ANNA/ANNE DOROTHEE,STEINHOFF,ANNA/ANNE DOROTHEE STEINHOFF,,1885,-1885,tysk tollkontrollørhustru.
peHSte,,HANNA (Johanne Christine),STENERSEN,HANNA (Johanne Christine) STENERSEN,1828,1904,1828-1904,norsk skipperdatter og verksbestyrerhustru.
peLBS,,LAURITS (Laurentius Borchsenius),STENERSEN,LAURITS (Laurentius Borchsenius) STENERSEN,1843,1921,1843-1921,norsk klassiskfilolog og numismatiker.
peWSt,,[KARL] WILHELM [EUGÈNE],STENHAMMAR,[KARL] WILHELM [EUGÈNE] STENHAMMAR,1871,1927,1871-1927,"svensk komponist, pianist og dirigent."
peGeSte,Q3353704,GEORGE,STEPHENS,GEORGE STEPHENS,1813,1895,1813-1895,engelsk-skandinavisk runeforsker og folkeminnesamler.
peOSt,Q12329843,ODDGEIR,STEPHENSEN,ODDGEIR STEPHENSEN,1860,1913,1860-1913,dansk skuespiller og teaterdirektør.
peAdSte,,[FRIEDRICH] ADOLF [ERNST],STERN,[FRIEDRICH] ADOLF [ERNST] STERN,1835,1907,1835-1907,tysk forfatter og litteraturhistoriker.
peHVS,Q6190196,HANS VALDEMAR,STHYR,HANS VALDEMAR STHYR,1838,1905,1838-1905,dansk teolog.
peLSti,,LEO,STIEGLITZ,LEO STIEGLITZ,,,,"tysk teatermann, inspisient ved Hoftheater i Meiningen (Anker 2, 99)."
peMSJM,,MARY,ST JOHN-MILDMAY,MARY ST JOHN-MILDMAY,1886,,1886-,"engelsk (Anker 2, 157)."
peEStj,Q6190745,[CARL] EDVARD,STJERNSTRÖM,[CARL] EDVARD STJERNSTRÖM,1816,1877,1816-1877,svensk skuespiller og teaterleder.
peLStj,,LOUISE (Lovisa Elisabeth),STJERNSTRÖM,LOUISE (Lovisa Elisabeth) STJERNSTRÖM,1812,1907,1812-1907,"svensk forfatterinne (BBS 1, 314; Hermelin, Lewandowski & Lönnqvist red. 1982)."
peJCS,Q104414305,JOHAN CHRISTOFFER,STOCHHOLM,JOHAN CHRISTOFFER STOCHHOLM,1850,1931,1850-1931,dansk kunstfotograf og kunstforlegger.
peFS,,FERDINAND,STOCKENBERG,FERDINAND STOCKENBERG,1866,1902,1866-1902,svensk jurist.
peNS,Q28549758,NANNA,STORJOHAN,NANNA STORJOHAN,1838,1898,1838-1898,norsk prestehustru.
peGSto,Q962296,GUSTAV,STORM,GUSTAV STORM,1845,1903,1845-1903,norsk historiker.
peJStorm,,JOHAN [FREDERIK BREDA],STORM,JOHAN [FREDERIK BREDA] STORM,1836,1920,1836-1920,norsk språkforsker.
peASto,,ANNA [JACOBINE ROSINE],STOUSLAND,ANNA [JACOBINE ROSINE] STOUSLAND,1868,1936,1868-1936,norsk kontorist.
peHSto,,HEDVIG (ved dåpen Hedevig Cathrine),STOUSLAND,HEDVIG (ved dåpen Hedevig Cathrine) STOUSLAND,1831,1920,1831-1920,"norsk skipsførerhustru, Henrik Ibsens søster."
peHStra,,HENRIK,STRANDVOLD,HENRIK STRANDVOLD,1861,1924,1861-1924,dansk journalist.
peDFS,Q57219,DAVID FRIEDRICH,STRAUSS,DAVID FRIEDRICH STRAUSS,1808,1874,1808-1874,tysk teolog.
peGSt,Q3107344,GIOVANNI,STRAZZA,GIOVANNI STRAZZA,1818,1875,1818-1875,italiensk billedhugger.
peASt,Q7724,[JOHAN] AUGUST,STRINDBERG,[JOHAN] AUGUST STRINDBERG,1849,1912,1849-1912,svensk forfatter.
peAS,,[ADOLPH HEINRICH] ADOLF,STRODTMANN,[ADOLPH HEINRICH] ADOLF STRODTMANN,1829,1879,1829-1879,"tysk forfatter, litteraturhistoriker og oversetter."
peStrodt,,fru,STRODTMANN,fru STRODTMANN,,,,"ikke identifisert, jf. kommentar til brevet."
peHStr,Q473771,HERMANN,STRUCK,HERMANN STRUCK,1876,1944,1876-1944,tysk maler og raderer.
peGeS,Q63371333,GEORG [FREDRIK NIELSEN],STRØMDAL,GEORG [FREDRIK NIELSEN] STRØMDAL,1856,1914,1856-1914,norsk maler.
pePOS,,PEER OLSEN,STRØMME,PEER OLSEN STRØMME,1856,1921,1856-1921,"norsk-amerikansk prest, journalist og forfatter."
peACS,Q459770,AMBROSIUS [CHRISTOFFERSEN],STUB,AMBROSIUS [CHRISTOFFERSEN] STUB,1705,1758,1705-1758,dansk forfatter.
peJSt,,PAUL [JENSENIUS],STUB,PAUL [JENSENIUS] STUB,1819,1888,1819-1888,norsk adjunkt.
peHeSt,Q88891472,HEINRICH,STÜMCKE,HEINRICH STÜMCKE,1872,1923,1872-1923,tysk forfatter og journalist.
peHSu,Q65448,HERMANN,SUDERMANN,HERMANN SUDERMANN,1857,1928,1857-1928,tysk forfatter.
peGSu,,GERHARD,SUNDT,GERHARD SUNDT,1850,1910,1850-1910,norsk kjøpmann (NBO PA).
peBeSu,,[LUDWIG] BERNHARD,SUPHAN,[LUDWIG] BERNHARD SUPHAN,1845,1911,1845-1911,tysk litteraturhistoriker.
peBvS,Q18456,BERTHA VON,SUTTNER,BERTHA VON SUTTNER,1843,1914,1843-1914,østerriksk forfatterinne og pasifist.
peJSv,Q336668,JOHAN [SEVERIN],SVENDSEN,JOHAN [SEVERIN] SVENDSEN,1840,1911,1840-1911,norsk komponist og dirigent.
peJLRS,Q3352354,JAKOB [LIV ROSTED],SVERDRUP,JAKOB [LIV ROSTED] SVERDRUP,1845,1899,1845-1899,norsk prest og politiker.
peJS,Q1350895,JOHAN,SVERDRUP,JOHAN SVERDRUP,1816,1892,1816-1892,norsk politiker.
peFBPS,,WILLIAM [FREDERIK BENEDICT PETER],SVERDRUP,WILLIAM [FREDERIK BENEDICT PETER] SVERDRUP,1809,1872,1809-1872,norsk prest og mesen.
peSvSi,Q331755,,,SVERRE SIGURDSSON,1150,1202,1150-1202,norsk konge 1177/79/84-1202.
peLS,,LARS [MAGNUS],SWANSTRÖM,LARS [MAGNUS] SWANSTRÖM,1868,1939,1868-1939,svensk-norsk forlagsbokhandler.
peESw,Q5341381,EDVARD [MAURITZ],SWARTZ,EDVARD [MAURITZ] SWARTZ,1826,1897,1826-1897,svensk skuespiller.
pePSw,,PELLE (Per Adolf),SWEDLUND,PELLE (Per Adolf) SWEDLUND,1865,1947,1865-1947,"svensk landskapsmaler (Anker 2, 120)."
peJAS,Q764212,[JOHAN] AUGUST,SÖDERMAN,[JOHAN] AUGUST SÖDERMAN,1832,1876,1832-1876,"svensk komponist (Anker 2, 47; HU 19, 495)."
peWSo,Q6202412,WERNER [LEOPOLD],SÖDERSTRÖM,WERNER [LEOPOLD] SÖDERSTRÖM,1860,1914,1860-1914,finsk forlegger.
peNPS,,NILS P.,SØGAARD,NILS P. SØGAARD,1849,1910,1849-1910,norsk urmaker.
peSor,Q21493124,,,SØRENSEN,,,,ikke identifisert.
peThS,,CATHARINA,SØRENSEN,CATHARINA SØRENSEN,,,,norsk skuespillerinne.
peET,Q1685441,EMIL,TAUBERT,EMIL TAUBERT,1844,1895,1844-1895,"tysk filolog, forfatter, lærer og teaterleder."
peAT,Q173869,ALFRED LORD,TENNYSON,ALFRED LORD TENNYSON,1809,1892,1809-1892,britisk lyriker.
peFrT,,FRITZ (eg. Johan Frederik),THAULOW,FRITZ (eg. Johan Frederik) THAULOW,1847,1906,1847-1906,norsk maler.
peHCTh,Q17120470,HARALD [CONRAD],THAULOW,HARALD [CONRAD] THAULOW,1815,1881,1815-1881,"norsk apoteker (HU 19, 493)."
peATHi,Q107924,ANDREAS,THIELE,ANDREAS THIELE,1825,1907,1825-1907,dansk trykkerieier.
peJT,,JENS [PETER],THIIS,JENS [PETER] THIIS,1870,1942,1870-1942,norsk kunsthistoriker.
peGET,,GUSTAV [EMIL],THOMASSEN,GUSTAV [EMIL] THOMASSEN,1862,1929,1862-1929,"norsk skuespiller, sceneinstruktør og teatersjef."
peHeTh,,HELGA [MATHEA],THOMMESSEN,HELGA [MATHEA] THOMMESSEN,1854,1931,1854-1931,norsk redaktørhustru.
peOT,,OLA (Olaus Anthon),THOMMESSEN,OLA (Olaus Anthon) THOMMESSEN,1851,1942,1851-1942,norsk pressemann.
peAxT,,AXEL,THORESEN,AXEL THORESEN,1851,1881,1851-1881,norsk ingeniør (
peHCT,Q4358636,HANS CONRAD,THORESEN,HANS CONRAD THORESEN,1802,1858,1802-1858,norsk prest.
peHaCT,Q4358636,HANS CONRAD,THORESEN,HANS CONRAD THORESEN,1837,1905,1837-1905,norsk sakfører.
peJHT,Q27825395,JOHAN HERMAN,THORESEN,JOHAN HERMAN THORESEN,1832,1914,1832-1914,"norsk emetsmann, Susanna Isens ror. "
peMT,Q443649,[ANNA] MAGDALENE,THORESEN,[ANNA] MAGDALENE THORESEN,1819,1903,1819-1903,dansk-norsk forfatterinne.
peMAT,,MARIE ANTOINETTE,THORESEN,MARIE ANTOINETTE THORESEN,1844,1907,1844-1907,norsk embetsmannshustru.
peMTh,,MARIE [SOPHIE],THORESEN,MARIE [SOPHIE] THORESEN,1834,1874,1834-1874,norsk prestedatter og guvernante.
peTK,,THOMAS KRAGH,THORESEN,THOMAS KRAGH THORESEN,1846,1876,1846-1876,norsk teatermann.
peTho,,CHR.,THORKILDSEN,CHR. THORKILDSEN,,,,ikke identifisert.
peCJT,,CARL JULIUS,THORNAM,CARL JULIUS THORNAM,1820,1868,1820-1868,dansk pianostemmer og skuespiller.
peMThr,,MARCUS [MØLLER],THRANE,MARCUS [MØLLER] THRANE,1817,1890,1817-1890,"norsk lærer, publisist, pressemann og arbeiderleder."
peHT,Q15300365,HENNING [JUNGHANS],THUE,HENNING [JUNGHANS] THUE,1815,1851,1815-1851,norsk klassiskfilolog og litteraturhistoriker.
peFT,,FRITS (Frederik Ferdinand),TILLISCH,FRITS (Frederik Ferdinand) TILLISCH,1810,1889,1810-1889,dansk embetsmann og politiker.
peST,Q7412786,SAMUEL,TINSLEY,SAMUEL TINSLEY,1846,1903,1846-1903,engelsk forlegger og sjakkspiller.
peFHT,,FERDINAND [HETTING],TISCHENDORF,FERDINAND [HETTING] TISCHENDORF,1849,,1849-,norsk prest.
peSTo,Q114655,SOPHIE VON,TODESCO,SOPHIE VON TODESCO,1825,1895,1825-1895,østerriksk salongvertinne.
peTols,,LEV [NIKOLAJEVITSJ] (Leo),TOLSTOJ,LEV [NIKOLAJEVITSJ] (Leo) TOLSTOJ,1828,1910,1828-1910,"russisk forfatter, greve."
peZT,Q139549,ZACHARIAS,TOPELIUS,ZACHARIAS TOPELIUS,1818,1898,1818-1898,finsk dikter og historiker.
pePWT,Q81979771,PETER WESSEL,TORDENSKIOLD,PETER WESSEL TORDENSKIOLD,1690,1720,1690-1720,dansk-norsk sjøoffiser.
peSoT,Q17350340,SOPHUS [CARL FREDERIK],TORUP,SOPHUS [CARL FREDERIK] TORUP,1861,1937,1861-1937,dansk-norsk fysiolog.
peGT,,GIUGLIELMO,TRAMONTANO,GIUGLIELMO TRAMONTANO,,,,"italiensk hotelleier, Sorrento."
peLT,Q68008,LUDWIG,TRAUBE,LUDWIG TRAUBE,1861,1907,1861-1907,tysk filolog.
peHBT,Q1352525,HERBERT BEERBOHM,TREE,HERBERT BEERBOHM TREE,1852,1917,1852-1917,engelsk skuespiller og teaterleder.
peWT,,,,TROITZH (muligens: TROITZSCH),,,,ikke identifisert. Sannsynligvis kirurg (
peSeTu,Q2263309,SEBASTIANO,TURBIGLIO,SEBASTIANO TURBIGLIO,1842,1901,1842-1901,italiensk filosof.
peFCFT,Q12311219,[FREDERIK CHRISTIAN] FERDINAND,TUTEIN,[FREDERIK CHRISTIAN] FERDINAND TUTEIN,1830,1912,1830-1912,dansk politiker og godseier.
peCT,Q824030,[NILS] CHRISTIAN,TØNSBERG,[NILS] CHRISTIAN TØNSBERG,1813,1897,1813-1897,norsk bokhandler og forlegger.
peMDTg,,MAREN DOROTHEA,TØNSBERG,MAREN DOROTHEA TØNSBERG,1813,1893,1813-1893,norsk bokhandlerhustru.
peATT,,ALBERT THEODOR,TÖTTERMAN,ALBERT THEODOR TÖTTERMAN,1838,1913,1838-1913,finsk konsul.
peKU,Q13434144,KARL [KRISTIAN],UCHERMANN,KARL [KRISTIAN] UCHERMANN,1855,1940,1855-1940,norsk maler.
peMAU,Q377392,MARTIN [ANDREAS],UDBYE,MARTIN [ANDREAS] UDBYE,1820,1889,1820-1889,norsk komponist og organist.
peOGU,Q449478,OLE GABRIEL [GABRIELSEN],UELAND,OLE GABRIEL [GABRIELSEN] UELAND,1799,1870,1799-1870,norsk gårdbruker og politiker.
peUgg,,herr,UGGLA,herr UGGLA,,,,"svensk, ikke identifisert."
peUll,Q4588221,VIGGO,ULLMANN,VIGGO ULLMANN,1848,1910,1848-1910,"norsk skolemann, politiker og embetsmann."
peInUn,,INGVALD [MARTIN],UNDSET,INGVALD [MARTIN] UNDSET,1853,1893,1853-1893,norsk arkeolog.
peCRU,Q962232,CARL RICHARD,UNGER,CARL RICHARD UNGER,1817,1897,1817-1897,norsk filolog og kildeutgiver.
peCU,,CLARA [HANSINE],URSIN,CLARA [HANSINE] URSIN,1827,1889,1827-1889,dansk-norsk skuespillerinne og operasangerinne.
peUrs,Q4006540,,,URSULUS,,,,embetsmann i Østromerriket.
peHeVa,,HERMANN (Bamberger),VÁMBÉRY,HERMANN (Bamberger) VÁMBÉRY,1832,1913,1832-1913,ungarsk reisende og språkforsker.
peHV,Q1612947,HERMANN,VARNHAGEN,HERMANN VARNHAGEN,1850,1924,1850-1924,tysk anglist og romanist (
peJEVa,,JOHANNA EMILIA,VASENIUS,JOHANNA EMILIA VASENIUS,1853,1942,1853-1942,finsk bibliotekar- og forfatterhustru.
peVaVa,Q5490866,[GUSTAF] VALFRID,VASENIUS,[GUSTAF] VALFRID VASENIUS,1848,1928,1848-1928,finsk bibliotekar og forfatter.
peVVe,Q3434171,VALDEMAR,VEDEL,VALDEMAR VEDEL,1865,1942,1865-1942,dansk litteraturforsker.
peElVe,,ELLEN,VETTER,ELLEN VETTER,,,,sveitsisk litteraturhistorikerhustru.
peFV,Q1351559,FERDINAND,VETTER,FERDINAND VETTER,1847,1924,1847-1924,"sveitsisk germanist, lyriker og dramatiker."
peJV,,JOHAN [LUDVIG NIELS HENRIK],VIBE,JOHAN [LUDVIG NIELS HENRIK] VIBE,1840,1897,1840-1897,"norsk jurist, forfatter og teatermann."
peFLV,Q1809542,[FREDERIK] LUDVIG,VIBE,[FREDERIK] LUDVIG VIBE,1803,1881,1803-1881,norsk klassiskfilolog og skolemann.
peOVi,Q4581225,OLE,VIG,OLE VIG,1824,1857,1824-1857,norsk folkeopplysningsmann.
peVikt2,,,,VIKTOR EMANUEL 2. (Vittorio Emanuele),1820,1878,1820-1878,italiensk konge.
peVil1,Q150652,,,VILHELM 1.,1797,1888,1797-1888,tysk monark.
peAOV,Q303687,AASMUND OLAVSSON,VINJE,AASMUND OLAVSSON VINJE,1818,1870,1818-1870,"norsk forfatter, journalist og jurist."
peGV,Q708557,GEORG [JOSEPH],VOGLER,GEORG [JOSEPH] VOGLER,1749,1814,1749-1814,tysk prest og musiker.
peHAV,,HELENE ANDREA,VOGT,HELENE ANDREA VOGT,1861,1906,1861-1906,norsk journalisthustru.
peNVo,Q4579157,NILS,VOGT,NILS VOGT,1859,1927,1859-1927,norsk pressemann.
peNCV,Q1992327,NILS COLLETT,VOGT,NILS COLLETT VOGT,1864,1937,1864-1937,norsk forfatter.
peVVo,,[HENRIK LUDVIG] VOLRATH,VOGT,[HENRIK LUDVIG] VOLRATH VOGT,1817,1889,1817-1889,norsk lærer og lærebokforfatter.
