Number,Letter_ID,Sender_ID,Sender_Name,Recipient_ID,Recipient_Name,Date,Dispatch_Location,Dispatch_Location_Abbr,Mentioned_Person_ID,Mentioned_Person,Mentioned_Org_ID,Mentioned_Org,Mentioned_Places_Abbr,Mentioned_Places,Recipient_Adress,Mentioned_Works_IDs
1070,B18850721NRo,peHI,HENRIK IBSEN,peNRo,NORDAHL ROLFSEN,1885-07-21,MOLDE,Mol,"'peFH, peFHa, pePLi, peMG'",,,,Mun,München,,
1071,B18850912FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1885-09-12,BERGEN,Berg,peTAn,,,,Kbh,København,,
1072,B18850924FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1885-09-24,KRISTIANIA,Kri,,,orgKT,,"'Kbh, Mol'","'København, Molde'",,"'woPG, woKK'"
1073,B18850926ORi,peHI,HENRIK IBSEN,peORi,OLE RICHTER,1885-09-26,KRISTIANIA,Kri,peSiI,,,,,,,
1074,B18850928KrArb,peHI,HENRIK IBSEN,orgKrArb,KRISTIANIA ARBEIDERSAMFUND,1885-09-28,KRISTIANIA,Kri,,,,,,,,
1075,B18851003AuLa,peHI,HENRIK IBSEN,peAuLa,AUGUST LARSEN,1885-10-03,KØBENHAVN,Kbh,peFH,,,,,,"'Herr bogholder, August Larsen., Gyldendalske boghandel., Klareboderne 10.'",
1076,B18851015Aftp,peHI,HENRIK IBSEN,orgAftp,AFTENPOSTEN,1885-10-15,MÜNCHEN,Mun,,,,,,,"'Aftenposten’s expedition., Kristiania., Norwegen.'",
1077,B18851023FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1885-10-23,MÜNCHEN,Mun,,,,,Kbh,Kbhvn,,
1078,B18851023Stud,peHI,HENRIK IBSEN,orgStud,DET NORSKE STUDENTERSAMFUND,1885-10-23,MÜNCHEN,Mun,"'peLD, peOTFM, peORode'",,orgKrArb,,"'Kri, Kbh, N'","'Kristiania, København, Norge'",,
1079,B18851026FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1885-10-26,MÜNCHEN,Mun,"'peTAn, peLJ, peJLi, peBG, peHHermann, peMG, peHGr'",,"'orgStud, orgChrTh, orgKT'",,"'N, SE, Rom, Kbh'","'Norge, Sveriges, Rom, København'",,woPG
1080,Budat188510JLi,peHI,HENRIK IBSEN,peJLi,JONAS LIE,1885-10,MÜNCHEN,Mun,,,,,,,,
1081,B18851104Hoh,peHI,HENRIK IBSEN,orgHoh,HOHLENBERG,1885-11-04,MÜNCHEN,Mun,,,orgGyl,,,,,
1082,B18851108FSL,peHI,HENRIK IBSEN,peFSL,FREDRIK STANG LUND,1885-11-08,MÜNCHEN,Mun,,,,,"'N, Eu'","'Norge, Europa'",,
1083,B18851110VG,peHI,HENRIK IBSEN,orgVG,VERDENS GANG,1885-11-10,MÜNCHEN,Mun,peNL,,,,,,,
1084,B18851117TAn,peHI,HENRIK IBSEN,peTAn,THEODOR ANDERSEN,1885-11-17,MÜNCHEN,Mun,peLJ,,,,"'Kri, Kbh'","'Kristiania, København'",,woPG
1085,B18851123EBo,peHI,HENRIK IBSEN,peEBo,ERNST BOJESEN,1885-11-23,MÜNCHEN,Mun,peHeJa,,,,Dk plSE plN,de tre nordiske lande,,
1086,B18851204FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1885-12-04,MÜNCHEN,Mun,"'peSiI, peLD, peTAn'",,"'orgStud, orgFriStud'",,Kbh,København,,"'(woHv), (woRo), woPG'"
1087,B18851211FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1885-12-11,MÜNCHEN,Mun,,,,,,,,woPG
1088,B18851214EBr,peHI,HENRIK IBSEN,peEBr,EDVARD BRANDES,1885-12-14,MÜNCHEN,Mun,,,orgPolit,,,,,"'(woHv), (woRo)'"
1089,B18851221FriStud,peHI,HENRIK IBSEN,orgFriStud,DEN FRISINNEDE STUDENTERFORENING,1885-12-21,MÜNCHEN,Mun,,,,,Kri,Kristiania,,
1090,B18851222BB,peHI,HENRIK IBSEN,peBB,BJØRNSTJERNE BJØRNSON,1885-12-22,MÜNCHEN,Mun,"'peAKie, peBBj, peEjBj, peMG, peEBj, peSiI, peSuI'",,"'orgStort, orgKdep'",,"'Kri, Kbh, Fur, Wash'","'Kristiania, København, Fürth, Washington'",,
1091,B18851224FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1885-12-24,MÜNCHEN,Mun,"'peSiI, peSuI'",,,,"'Wash, Sthlm'","'Washington, Stockholm'",,
1092,B18860113EBo,peHI,HENRIK IBSEN,peEBo,ERNST BOJESEN,1886-01-13,MÜNCHEN,Mun,,,,,,,,
1093,B18860116NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1886-01-16,MÜNCHEN,Mun,,,,,"'Kri, Rom'","'Kristiania, Rom'",,
1094,B18860128FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1886-01-28,MÜNCHEN,Mun,"'peTAn, peFH, peLJ, peSiI, peGB'",,,,"'Sthlm, Lon, Am, Dk, Kbh'","'Stockholm, London, Amerika, Danmark, København'",,"'woPG, woKE'"
1095,B18860131GeorgII,peHI,HENRIK IBSEN,peGeorgII,GEORG 2.,1886-01-31,MÜNCHEN,Mun,peEFra,,,,"'Mei, It, Rom, Ama, Sorr'","'Liebenstein, Italien, Rom, Amalfi, Sorrento'",,"'woSS, woDu, woGe, woFo, woVi, (woHv), (woRo)'"
1096,B18860204TAn,peHI,HENRIK IBSEN,peTAn,THEODOR ANDERSEN,1886-02-04,MÜNCHEN,Mun,,,,,Kbh,København,,woPG
1097,B18860214CS,peHI,HENRIK IBSEN,peCS,CARL SNOILSKY,1886-02-14,MÜNCHEN,Mun,"'peESn, peSuI, peZT, peSiI, peLD'",,orgStud,,"'Mdh, Afr, Ska, Mol, N, Sthlm, Dre, Wash'","'Middelhavet, Afrika, Skandinaviens, Molde, Norge, Stockholm, Dresden, Washington'",,"'(woHv), (woRo)'"
1098,B18860217NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1886-02-17,MÜNCHEN,Mun,"'peSiI, peSuI'",,,,"'Kri, Am, Wash'","'Kristiania, Amerika, Washington'",,
1099,B18860218EBrau,peHI,HENRIK IBSEN,peEBrau,ERNST BRAUSEWETTER,1886-02-18,MÜNCHEN,Mun,peTA,,,,Lei,Leipzig,,woVi
1100,B18860220EF,peHI,HENRIK IBSEN,peEF,EDVARD FALLESEN,1886-02-20,MÜNCHEN,Mun,peFH,,orgKT,,Kbh,København,,"'(woHv), (woRo), woKK, woGe'"
1101,B18860225FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1886-02-25,MÜNCHEN,Mun,"'peEF, peHeJa, peEdLa, pePPet, peJoJ, peFAl, peRE, peLeeb, peFHa, peCGVBi, peWMR, peJHof, peJHGF, peEP, peJKr, peHOl, peJLFH'",,"'orgKT, orgHoh, orgStud'",,"'Kri, Sthlm, Kbh, Rom, Dre'","'Kristiania, Stockholm, København, Rom, Dresden'",,"'woRo, woC1'"
1102,B18860306FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1886-03-06,MÜNCHEN,Mun,"'peLJ, peHeJa, peJH, peJLFH'",,,,,,,"'woPG, woKE'"
1103,B18860313LJ,peHI,HENRIK IBSEN,peLJ,LUDVIG JOSEPHSON,1886-03-13,MÜNCHEN,Mun,peFH,,,,"'Sthlm, Kbh'","'Stokholm, København'",,woKE
1104,B18860326JHSA,peHI,HENRIK IBSEN,peJHSA,SEVERIN ABRAHAMS,1886-03-26,MÜNCHEN,Mun,peEF,,orgKT,,Kbh,København,,woKK
1105,B18860407OSch,peHI,HENRIK IBSEN,peOSch,OSWALD SCHMIDT,1886-04-07,MÜNCHEN,Mun,,,,,,,,
1106,B18860410LJ,peHI,HENRIK IBSEN,peLJ,LUDVIG JOSEPHSON,1886-04-10,MÜNCHEN,Mun,,,,,Sthlm,Stockholm,,woKE
1107,B18860419Polit,peHI,HENRIK IBSEN,orgPolit,POLITIKEN,1886-04-19,MÜNCHEN,Mun,peSiI,,orgGyl,,"'Wash, Am'","'Washington, U. S. America'",,
1108,B18860628NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1886-06-28,MÜNCHEN,Mun,peSiI,,,,,,,woRo
1109,Budat1886NR,peHI,HENRIK IBSEN,peNR,NIELS RAVNKILDE,1886-07,MÜNCHEN,Mun,"'peFRi, peBG, peSuI, peFamG, peTG'",,,,"'Dk, Goss'","'Danmark, Gossensass'",,woRo
1110,B18860713FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1886-07-13,MÜNCHEN,Mun,"'peEF, peVR, peLJ'",,,,Got,Göteborg,,"'woRo, woKK, woF2, woKE'"
1111,B18860725FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1886-07-25,MÜNCHEN,Mun,"'peEF, peJHSA'",,,,,,,"'woRo, woKK'"
1112,B18860731LuGr,peHI,HENRIK IBSEN,peLuGr,LUDWIG GRÖBNER,1886-07-31,MÜNCHEN,Mun,,,,,Goss,Gossensass,,
1113,B18860807TAn,peHI,HENRIK IBSEN,peTAn,THEODOR ANDERSEN,1886-08-07,MÜNCHEN,Mun,"'peEHi, peEF'",,orgKT,,"'Kbh, Sthlm'","'København, Stockholm'",,"'woPG, woBr, woRo'"
1114,B18860828FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1886-08-28,MÜNCHEN,Mun,,,,,,,,"'woDi, woEt_vers, woPG, woRo'"
1115,B18860913NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1886-09-13,MÜNCHEN,Mun,"'peSuI, peUL'",,,,Kri,Kristiania,,woRo
1116,B18860922FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1886-09-22,MÜNCHEN,Mun,,,,,,,,
1117,B18860928FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1886-09-28,MÜNCHEN,Mun,,,,,,,,woRo
1118,B18861002FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1886-10-02,MÜNCHEN,Mun,,,orgKT,,"'N, SE'","'Norge, Sverig'",,"'woRo, woKK'"
1119,B18861030FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1886-10-30,MÜNCHEN,Mun,"'peWL, peAuLa, peEF, peAKie, peCKFM'",,orgKT,,"'Berl, Rom'","'Berlin, Rom'",,"'woRo, woKK, woSS'"
1120,B18861104FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1886-11-04,MÜNCHEN,Mun,"'peEF, peJH, peAKie'",,orgKT,,,,,"'woRo, woG2'"
1121,B18861106FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1886-11-06,MÜNCHEN,Mun,"'peWL, peEF, peAKie, peSiI, peTAn'",,"'orgPR, orgKT'",,"'Kbh, Wash, Am'","'København, Washington, America'",,"'woRo, woKK, woSS'"
1122,B18861110GB,peHI,HENRIK IBSEN,peGB,GEORG BRANDES,1886-11-10,MÜNCHEN,Mun,"'peJS, peMLut, peSiI, peGBr'",,,,"'N, Kri, War, Dk, Skag, Kbh'","'Norge, Kristiania, Warschau, Danmark, Skagen, Kbh'",,woRo
1123,B18861113GeorgII,peHI,HENRIK IBSEN,peGeorgII,GEORG 2.,1886-11-13,MÜNCHEN,Mun,peEFra,,,,Mei,Meiningen,,woGe
1124,B18861115FWa,peHI,HENRIK IBSEN,peFWa,FRANZ WALLNER,1886-11-15,MÜNCHEN,Mun,peMvB,,,,Berl,Berlin,,woGe
1125,B18861118FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1886-11-18,MÜNCHEN,Mun,"'peEF, peJLH, peMT, peCKFM, peGB, peEBr, peMGRe, peUvF, peVaVa, peNRo, peVCHH'",,"'orgKoTh, orgNatSc, orgChrTh'",,"'Sthlm, Link, Hel'","'Stockholm, Linköping, Helsingfors'",,woRo
1126,B18861129FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1886-11-29,MÜNCHEN,Mun,"'peAKie, peAuLa, peSiI'",,,,"'Wash, Kbh'","'Washington, København'",,woRo
1127,B18861206HSch,peHI,HENRIK IBSEN,peHSch,HANS SCHRØDER,1886-12-06,MÜNCHEN,Mun,peFH,,orgChrTh,,"'Kri, D'","'Kristiania, Tyskland'",,woRo
1128,B18861208JPe,peHI,HENRIK IBSEN,peJPe,JULIUS PETERSEN,1886-12-08,MÜNCHEN,Mun,peFH,,orgGyl,,Kbh,København,,woRo
1129,B18861208NN_Bin_sehr,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1886-12-08,MÜNCHEN,Mun,,,,,,,,
1130,B18861214GeorgII,peHI,HENRIK IBSEN,peGeorgII,GEORG 2.,1886-12-14,MÜNCHEN,Mun,,,,,Mei,Meiningen,,
1131,B18861215AL,peHI,HENRIK IBSEN,peAL,AUGUST LINDBERG,1886-12-15,MÜNCHEN,Mun,"'peJLAL, peGeorgII, peAWLin'",,orgGotT,,"'Got, SE, Sthlm, Berg, Kri, Trhm, Sta, N, Mei'","'Göteborg, Sverig, Stockholm, Bergen, Kristianias, Trondhjem, Stavanger, Norge, Meiningen'",,"'woRo, woGe'"
1132,B18861216LP,peHI,HENRIK IBSEN,peLP,LUDWIG PASSARGE,1886-12-16,MÜNCHEN,Mun,peEPas,,,,Goss,Gossensass,,
1133,B18861216NN_Sehr_geehrter,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1886-12-16,MÜNCHEN,Mun,,,,,,,,
1134,B18861218HSch,peHI,HENRIK IBSEN,peHSch,HANS SCHRØDER,1886-12-18,MÜNCHEN,Mun,,,,,Mei,Meiningen,,"'woRo, woGe'"
1135,B18861219FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1886-12-19,MÜNCHEN,Mun,"'peSiI, peJPe, peJLAL, peAL, peEF, peGeorgII, peSuI'",,"'orgChrTh, orgNatSc, orgGotT, orgKoTh'",,"'SE, N, Fin, Dk, Sthlm, Mei'","'Sverig, Norge, Finland, Danmark, Stockholm, Meiningen'",,"'woRo, woGe'"
1136,B18861221SuI,peHI,HENRIK IBSEN,peSuI,SUSANNA IBSEN,1886-12-21,MEININGEN,Mei,"'pevR, peGeorgII, peEFra, pePLi, peRV, peHRvH, peHEvC, peBern, peCharlotte, peSiI, peLin'",,,,"'Wur, Mun, Berl, Nord'","'Würzburg, München, Berlin, Nordkap'",,woGe
1137,B18861230HSch,peHI,HENRIK IBSEN,peHSch,HANS SCHRØDER,1886-12-30,MÜNCHEN,Mun,"'peHFHa, peCBruun, peARei, peSPa, peOHa, peHeKl, peJSel, peAI, peBBj'",,,,Kri,Kristiania,,"'woRo, woVi'"
1138,B18861231EFra,peHI,HENRIK IBSEN,peEFra,HELENE FREIFRAU VON HELDBURG,1886-12-31,MÜNCHEN,Mun,peGeorgII,,,,Mei,Meiningen,,
1139,B18870102HSch,peHI,HENRIK IBSEN,peHSch,HANS SCHRØDER,1887-01-02,MÜNCHEN,Mun,"'peLG, peSG, peJFB, peARei, peOHa, peBBj, peHFHa, peCBruun, peHeKl, peSPa'",,orgChrTh,,,,,woRo
1140,B18870104MG,peHI,HENRIK IBSEN,peMG,MARCUS GRØNVOLD,1887-01-04,MÜNCHEN,Mun,peHGr,,,,,,,
1141,B18870105FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1887-01-05,MÜNCHEN,Mun,peGeorgII,,,,"'Mei, Berl, D'","'Meiningen, Berlin, Tyskland'",,woGe
1142,B18870106OBr,peHI,HENRIK IBSEN,peOBr,OTTO BRAHM,1887-01-06,MÜNCHEN,Mun,,,,,,,,
1143,B18870107CS,peHI,HENRIK IBSEN,peCS,CARL SNOILSKY,1887-01-07,MÜNCHEN,Mun,peSuI,,,,"'Mei, Berl'","'Meiningen, Berlin'",,
1144,B18870116HSch,peHI,HENRIK IBSEN,peHSch,HANS SCHRØDER,1887-01-16,MÜNCHEN,Mun,"'peHFHa, peSG, peLG, peCBruun, peBBj, peOHa'",,orgChrTh,,,,,
1145,B18870118NN_SehrGeehrter,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1887-01-18,MÜNCHEN,Mun,,,,,,,,
1146,B18870126FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1887-01-26,MÜNCHEN,Mun,"'peEF, peJH, peHD, peMvB, peWL'",,"'orgKT, orgPR, orgDV'",,Berl,Berlin,,"'woRo, woKK, woGe, woFo'"
1147,B18870127JLi,peHI,HENRIK IBSEN,peJLi,JONAS LIE,1887-01-27,MÜNCHEN,Mun,"'peSuI, peBB, peTHL'",,,,"'Skag, N'","'Skagen, Norge'","'Monsieur Jonas Lie., Avenue de la Grande-Armée, 7., Paris.'",
1148,B18870204JHo,peHI,HENRIK IBSEN,peJHo,JULIUS HOFFORY,1887-02-04,MÜNCHEN,Mun,"'peMvB, peSFi, peEK, peTA, peOBr, pePS'",,orgPR,,"'Berl, Mun'","'Berlin, München'",,"'woVi, woF2, woRo, woGe'"
1149,B18870205HSch,peHI,HENRIK IBSEN,peHSch,HANS SCHRØDER,1887-02-05,MÜNCHEN,Mun,,,orgNatSc,,Kri,Kristiania,,woRo
1150,B18870213BK,peHI,HENRIK IBSEN,peBK,BJØRN KRISTENSEN,1887-02-13,MÜNCHEN,Mun,,,,,,,"'Herr stud. art., Bjørn Kristensen., Pilestrædet 8, Kristiania., Norwegen., Abs: Dr: Henrik Ibsen., Maximilianstrasse 32., München.'",woRo
1151,B18870228HS,peHI,HENRIK IBSEN,peHS,HANS SCHLYTTER,1887-02-28,MÜNCHEN,Mun,,,,,,,,
1152,B18870228KongO2,peHI,HENRIK IBSEN,peKongO2,OSCAR 2.,1887-02-28,MÜNCHEN,Mun,peGeorgII,,,,,,,
1153,B18870304NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1887-03-04,MÜNCHEN,Mun,"'peSuI, peAGa, peHJa'",,orgNatSc,,Kri,Kristiania,,woRo
1154,B18870325SR,peHI,HENRIK IBSEN,peSR,SOPHIE REIMERS,1887-03-25,MÜNCHEN,Mun,peHSch,,orgChrTh,,,,"'Frøken Sofie Reimers,, skuespillerinde ved , ., Kristiania., Norwegen.'",
1155,B18870329MLe,peHI,HENRIK IBSEN,peMLe,MAX LESSER,1887-03-29,MÜNCHEN,Mun,,,,,,,"'Herrn Max Lesser., Bernburgerstrasse. 7. I., Berlin.'",woFo
1156,B18870407OSch,peHI,HENRIK IBSEN,peNN,OSWALD SCHMIDT,1887-04-07,MÜNCHEN,Wei,,,,,,,,
1157,B18870412NatSc,peHI,HENRIK IBSEN,orgNatSc,BERGENS NATIONALE SCENE,1887-04-12,MÜNCHEN,Mun,peNL,,,,"'Kri, Mun'","'Kristiania, München'","'Direktionen, for Bergens teater., Bergen, in Norwegen.'",woRo
1158,B18870414NRo,peHI,HENRIK IBSEN,peNRo,NORDAHL ROLFSEN,1887-04-14,MÜNCHEN,Mun,peNL,,,,,,,
1159,B18870415BBj,peHI,HENRIK IBSEN,peBBj,BJØRN BJØRNSON,1887-04-15,MÜNCHEN,Mun,peJeSa,,,,,,"'Herr sceneinstruktør, Bjørn Bjørnson., Kristiania., Norwegen.'","'woGe, woRo'"
1160,B18870419HSch,peHI,HENRIK IBSEN,peHSch,HANS SCHRØDER,1887-04-19,MÜNCHEN,Mun,peNL,,,,,,"'Herr teaterchef Schrøder., Kristiania., Norwegen.'",
1161,B18870419NRo,peHI,HENRIK IBSEN,peNRo,NORDAHL ROLFSEN,1887-04-19,MÜNCHEN,Mun,,,,,,,,
1162,B18870421NN_Hochgeehrter_Herr,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1887-04-21,MÜNCHEN,Mun,,,,,,,,
1163,B18870421TA,peHI,HENRIK IBSEN,peTA,THEODOR ACKERMANN,1887-04-21,MÜNCHEN,Mun,,,,,,,,
1164,B18870422MvB,peHI,HENRIK IBSEN,peMvB,MARIE VON BORCH,1887-04-22,MÜNCHEN,Mun,"'peSFi, peAZ'",,orgKT,,,,,
1165,B18870425FRi,peHI,HENRIK IBSEN,peFRi,FANNY RIIS,1887-04-25,MÜNCHEN,Mun,,,orgSF,,,,"'Signorina Fanny Riis, Via Condotti 21, Roma, Italia.'",
1166,B18870426NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1887-04-26,MÜNCHEN,Mun,"'peSiI, peUL'",,"'orgNatSc, orgAftp, orgDagbl, orgVG, orgDampD, orgChrTh'",,,,,woRo
1167,B18870503FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1887-05-03,MÜNCHEN,Mun,"'peEK, peBB, peEReck, pePELM'",,,,"'Kbh, Berl'","'København, Berlin'",,"'woHH, woF2, woSS, woG2'"
1168,B18870510AL,peHI,HENRIK IBSEN,peAL,AUGUST LINDBERG,1887-05-10,MÜNCHEN,Mun,"'pePaAW, peCWF'",,,,Kbh,Københavns,,"'woRo, woKG'"
1169,B18870517NRo,peHI,HENRIK IBSEN,peNRo,NORDAHL ROLFSEN,1887-05-17,MÜNCHEN,Mun,,,orgNatSc,,,,"'Herr kand: fil:, Nordahl Rolfsen., Bergen., Norwegen.'",
1170,B18870524EBrau,peHI,HENRIK IBSEN,peEBrau,ERNST BRAUSEWETTER,1887-05-24,MÜNCHEN,Mun,peMvB,,,,,,,"'woVi, woKG, woRo'"
1171,B18870528NN_Sehr_geehrter,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1887-05-28,MÜNCHEN,Mun,,,,,,,,woRo
1172,B18870601FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1887-06-01,MÜNCHEN,Mun,"'peSiI, peAL, peCWF, peHPont'",,,,"'Dk, Jyll, Kbh, SE, N'","'Danmark, Jylland, København, Sverig, Norge'",,"'woRo, woKG'"
1173,B18870612FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1887-06-12,MÜNCHEN,Mun,"'peSiI, peFHa, peHeJa, peSuI'",,,,,,,
1174,B18870613MA,peHI,HENRIK IBSEN,peMA,MICHAEL ANCHER,1887-06-13,MÜNCHEN,Mun,peSuI,,,,"'Jyll, Fred, Skag'","'Jylland, Fredrikshavn, Skagen'",,
1175,B18870624FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1887-06-24,MÜNCHEN,Mun,peMA,,,,Skag,Skagen,,
1176,B18870626Aftp,peHI,HENRIK IBSEN,orgAftp,AFTENPOSTEN,1887-06-26,MÜNCHEN,Mun,,,,,,,,
1177,B18870626NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1887-06-26,MÜNCHEN,Mun,,,,,,,,
1178,B18870807NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1887-08-07,SÆBY,Saby,peUL,,,,"'Fred, N'","'Fredrikshavn, Norge'",,
1179,B18870813FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1887-08-13,SÆBY,Saby,"'peSuI, peMvB, peHeJa'",,orgKT,,"'Jyll, Skag, Berl, Mars, Strom'","'Jylland, Skagen, Berlin, Marstrand, Strømstad'",,woKK
1180,B18870822JE,peHI,HENRIK IBSEN,peJE,JULIUS ELIAS,1886-08-22,SÆBY,Saby,peJuL,,,,,,"'Herrn Dr. Julius Elias., Homburg v. d. Höhe., (bei Frankfurt a. M.)'",
1181,Budat18870908Polit,peHI,HENRIK IBSEN,orgPolit,POLITIKEN,1887-09-08,[FREDRIKSHAVN,Fred,,,,,Sthlm,Stockholm,"'«Politiken»s expedition., København.'",
1182,Budat18870909KWa,peHI,HENRIK IBSEN,peKWa,KARL WARBURG,1887-09-09,GÖTEBORG,Got,,,,,,,,
1183,B18870914UvF,peHI,HENRIK IBSEN,peUvF,URBAN VON FEILITZEN,1887-09-14,VÄNERSBORG,Vebo,peACEL,,,,Mot,Matala,,
1184,B18870926FS,peHI,HENRIK IBSEN,peFS,FERDINAND STOCKENBERG,1887-09-26,STOCKHOLM,Sthlm,,,,,,,"'\n                        Stud. Ferdinand Stockenberg, Järnbrogatan 14., Uppsala.'",
1185,B18871001StudKbh,peHI,HENRIK IBSEN,orgStudSeni,STUDENTERFORENINGENS SENIORAT,1887-10-01,KØBENHAVN,Kbh,,,,,,,,
1186,Budat18871002AF,peHI,HENRIK IBSEN,peAF,ANDREAS FIBIGER,1887-10-02,KØBENHAVN,Kbh,,,,,,,,
1187,B18871003JS,peHI,HENRIK IBSEN,peJS,JOHAN SVERDRUP,1887-10-03,KØBENHAVN,Kbh,peOPI,,,,Tjom,Tjømø,"'Hs: excellence, herr statsminister Sverdrup, storkors af St: Olafs orden etc. etc., Kristiania.'",
1188,B18871006MGo,peHI,HENRIK IBSEN,peMGo,MARIUS GODSKESEN,1887-10-06,KØBENHAVN,Kbh,,,orgStudF,,,,,
1189,B18871108JHo,peHI,HENRIK IBSEN,peJHo,JULIUS HOFFORY,1887-11-08,MÜNCHEN,Mun,"'pePS, peWSch, peWL, peMvB, peOBr'",,,,"'It, Berl'","'Italien, Berlin'",,
1190,B18871117FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1887-11-17,MÜNCHEN,Mun,"'peSuI, peHeJa'",,,,Kbh,København,,
1191,B18871122IA,peHI,HENRIK IBSEN,peIA,IDA AALBERG,1887-11-22,MÜNCHEN,Mun,,,,,,,,
1192,B18871125CS,peHI,HENRIK IBSEN,peCS,CARL SNOILSKY,1887-11-25,MÜNCHEN,Mun,peESn,,,,"'Dre, SE'","'Dresden, Sverig'",,woGe
1193,B18871202FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1887-12-02,MÜNCHEN,Mun,"'peSiI, peAL, peSuI'",,,,,,,woRo
1194,B18871222FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1887-12-22,MÜNCHEN,Mun,,,,,,,,
1195,B18871228JH,peHI,HENRIK IBSEN,peJH,JACOB HEGEL,1887-12-28,MÜNCHEN,Mun,peFH,,,,,,,
1196,B18871229GML,peHI,HENRIK IBSEN,peGML,GÖSTA MITTAG-LEFFLER,1887-12-29,MÜNCHEN,Mun,peSML,,,,Sthlm,Stockholm,"'Herr prof: Mittag-Leffler, Østermalmsgatan, 13., Stockholm., Schweden.'",
1197,B18871229ACEL,peHI,HENRIK IBSEN,peACEL,ANNE CHARLOTTE LEFFLER (EDGREN),1887-12-29,MÜNCHEN,Mun,peGEd,,,,"'SE, Got, Sthlm'","'Sverig!, Göteborg, Stockholm'",,
1198,B18880102MBe,peHI,HENRIK IBSEN,peMBe,MAX BERNSTEIN,1888-01-02,MÜNCHEN,Mun,,,,,,,"'Herrn Rechtsanwalt, Max Bernstein, Quaistrasse 7., München.'",
1199,B18880108PNA,peHI,HENRIK IBSEN,pePNA,PETER NICOLAI ARBO,1888-01-08,MÜNCHEN,Mun,peAEAr,,,,,,"'Herr , historiemaler P. N.\n                        Arbo., Kristiania., Norwegen.'",
1200,B18880116ACEL,peHI,HENRIK IBSEN,peACEL,ANNE CHARLOTTE LEFFLER (EDGREN),1888-01-16,MÜNCHEN,Mun,"'pePLi, peGvV, peJvV, peSuI'",,,,,,"'Frau A. Ch. Edgren-Leffler., Hotel du Nord., Unter den Linden., Berlin.'",
1201,B18880130JH,peHI,HENRIK IBSEN,peJH,JACOB HEGEL,1888-01-30,MÜNCHEN,Mun,"'peFH, peHeJa, peJLFH'",,,,,,,
1202,B18880209JHo,peHI,HENRIK IBSEN,peJHo,JULIUS HOFFORY,1888-02-09,MÜNCHEN,Mun,"'peSFi, pePaHe'",,,,Berl,Berlin,,woKG
1203,B18880225MSch,peHI,HENRIK IBSEN,peMSch,MAXIMILIAN SCHMIDT,1888-02-25,MÜNCHEN,Mun,,,,,,,"'Herrn Hofrath Maximilian Schmidt., Amalienstrasse 79.'",
